241006144,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0430,10,West Valley,1005,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1202 0385 1822 0344,93,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,17800    HEMMINGWAY                   ST,,34.2134,-118.5206
240904462,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1000,09,Van Nuys,0923,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,0,X,X,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,745,,,,6700    VAN NUYS                     BL,,34.1924,-118.4487
240107675,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,0050,01,Central,0139,1,220,ATTEMPTED ROBBERY,0400 1281 1822,34,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,220,,,,4TH                          ST,MERRICK                      ST,34.0432,-118.2344
240308448,03/28/2024 12:00:00 AM,03/23/2024 12:00:00 AM,1045,03,Southwest,0331,2,354,THEFT OF IDENTITY,0100 0922 0930 1822,55,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2600 S  LONGWOOD                     AV,,34.0325,-118.3497
240704102,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1055,07,Wilshire,0752,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2004 1202 1822,71,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,1200    LA CIENEGA                   BL,,34.0555,-118.3762
240106800,02/08/2024 12:00:00 AM,02/08/2024 12:00:00 AM,1905,01,Central,0152,1,350,"THEFT, PERSON",1251 0346 1822 0910 0344 0448 2052 2050,22,F,A,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,350,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240806455,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1915,08,West LA,0835,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 1300,26,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,1900    GREENFIELD                   AV,,34.046,-118.439
240306192,02/12/2024 12:00:00 AM,02/09/2024 12:00:00 AM,1120,03,Southwest,0397,2,354,THEFT OF IDENTITY,0922 0100 0930 1822,20,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4200    DALTON                       AV,,34.0073,-118.3035
240105639,01/23/2024 12:00:00 AM,01/23/2024 12:00:00 AM,1440,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,21,M,W,406,OTHER STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
240807261,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0020,08,West LA,0812,1,210,ROBBERY,0400 0448 0429 0344,28,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,12300 W  SUNSET                       BL,,34.0661,-118.4868
241006094,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1900,10,West Valley,1097,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16500    GOLDENROD                    PL,,34.1314,-118.4949
241805395,01/29/2024 12:00:00 AM,01/29/2024 12:00:00 AM,2230,18,Southeast,1822,2,624,BATTERY - SIMPLE ASSAULT,1822 0329 0444 1300,23,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 E  94TH                         ST,,33.951,-118.2739
241405633,02/07/2024 12:00:00 AM,02/06/2024 12:00:00 AM,2100,14,Pacific,1402,2,354,THEFT OF IDENTITY,1822 0935,38,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2800    SAWTELLE                     BL,,34.0283,-118.433
240705370,02/01/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1420,07,Wilshire,0721,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329,36,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,8900    BURTON                       WY,,34.0735,-118.3828
242105939,02/18/2024 12:00:00 AM,02/16/2024 12:00:00 AM,2000,21,Topanga,2146,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7000    JORDAN                       AV,,34.1974,-118.6029
240107139,02/13/2024 12:00:00 AM,02/13/2024 12:00:00 AM,2345,01,Central,0132,2,888,TRESPASSING,1501 0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240108218,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1210,01,Central,0118,2,900,VIOLATION OF COURT ORDER,2038 1257,2,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,,300 E  BLOOM                        ST,,34.0628,-118.2286
240905807,02/19/2024 12:00:00 AM,02/12/2024 12:00:00 AM,1040,09,Van Nuys,0941,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1817,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,5700 N  SEPULVEDA                    BL,,34.174,-118.4661
241508424,03/31/2024 12:00:00 AM,03/28/2024 12:00:00 AM,1430,15,N Hollywood,1525,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,52,F,W,101,STREET,,,IC,Invest Cont,331,,,,6400    AGNES                        AV,,34.1867,-118.3954
242006629,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,0150,20,Olympic,2063,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2002 0319 0400 0429 0444 0913 1814 2000,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1100 S  OXFORD                       AV,,34.0508,-118.3074
241206920,02/19/2024 12:00:00 AM,02/19/2024 12:00:00 AM,2235,12,77th Street,1283,1,330,BURGLARY FROM VEHICLE,1822 1307 1309 1310 0329 0321,37,F,B,101,STREET,,,IC,Invest Cont,330,,,,10300 S  WESTERN                      AV,,33.9432,-118.309
240204757,01/16/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0450,02,Rampart,0204,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,32,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,3400    LONDON                       ST,,34.0784,-118.2816
240507168,03/24/2024 12:00:00 AM,03/22/2024 12:00:00 AM,2330,05,Harbor,0587,1,520,VEHICLE - ATTEMPT STOLEN,1300,38,F,B,101,STREET,,,IC,Invest Cont,520,,,,3000 S  KERCKHOFF                    AV,,33.717,-118.2898
241808052,03/27/2024 12:00:00 AM,03/27/2024 12:00:00 AM,0635,18,Southeast,1841,2,763,STALKING,0347 1202 2038 0913 2000 0432,70,M,B,501,SINGLE FAMILY DWELLING,515,PHYSICAL PRESENCE,IC,Invest Cont,763,,,,600 W  113TH                        ST,,33.932,-118.2848
240805428,02/07/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1140,08,West LA,0805,2,900,VIOLATION OF COURT ORDER,2038 1813,38,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,,,,15500    ADAGIO                       CT,,34.1194,-118.4741
242007463,03/20/2024 12:00:00 AM,03/19/2024 12:00:00 AM,2200,20,Olympic,2024,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,39,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600 S  HARVARD                      BL,,34.0634,-118.3041
240806561,03/05/2024 12:00:00 AM,03/05/2024 12:00:00 AM,0950,08,West LA,0882,2,624,BATTERY - SIMPLE ASSAULT,0917 0444 0417 1822,30,M,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11300 W  OLYMPIC                      BL,,34.0382,-118.4412
241205947,01/31/2024 12:00:00 AM,01/17/2024 12:00:00 AM,0100,12,77th Street,1249,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0429 0448 0337 0913,0,F,X,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,70TH                         ST,FIGUEROA                     ST,33.9765,-118.2827
241404581,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2030,14,Pacific,1463,1,520,VEHICLE - ATTEMPT STOLEN,1822 1306 1302,74,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,520,,,,5500    LINCOLN                      BL,,33.973,-118.4309
240906296,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,1245,09,Van Nuys,0964,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2028 0325,0,X,X,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,442,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4387
240607586,03/19/2024 12:00:00 AM,03/18/2024 12:00:00 AM,2200,06,Hollywood,0646,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1206 2032 1234 1501 1822 0344 0930,54,M,B,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,341,,,,1600 N  CAHUENGA                     BL,,34.0998,-118.3295
240107863,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,1940,01,Central,0195,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 1822 0400,52,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,18TH,WASHINGTON,34.0335,-118.2619
240109513,03/25/2024 12:00:00 AM,03/24/2024 12:00:00 AM,0700,01,Central,0165,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,M,H,512,FOSTER HOME BOYS OR GIRLS*,,,IC,Invest Cont,440,,,,600    MAPLE                        AV,,34.0439,-118.2479
242104923,01/23/2024 12:00:00 AM,01/21/2024 12:00:00 AM,0700,21,Topanga,2189,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,51,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,5400    QUAKERTOWN                   AV,,34.1681,-118.5696
241907256,03/28/2024 12:00:00 AM,03/28/2024 12:00:00 AM,2130,19,Mission,1963,1,320,"BURGLARY, ATTEMPTED",1609,38,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320,,,,9500    VAN NUYS                     BL,,34.2427,-118.4502
241204683,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,1700,12,77th Street,1269,2,624,BATTERY - SIMPLE ASSAULT,0444,45,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8400    AVALON                       BL,,33.9629,-118.2651
242006423,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,1830,20,Olympic,2029,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416 0446 0429 1266 2004,23,M,H,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3400 W  3RD                          ST,,34.0691,-118.2893
240600743,03/28/2024 12:00:00 AM,03/25/2024 12:00:00 AM,0840,06,Hollywood,0667,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1501 1402 1822 2014,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,815,998,,,1400 N  BRONSON                      AV,,34.0958,-118.318
240306282,02/12/2024 12:00:00 AM,02/12/2024 12:00:00 AM,1730,03,Southwest,0356,2,624,BATTERY - SIMPLE ASSAULT,0444 1822 0104 1236,29,M,H,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1700 W  JEFFERSON                    BL,,34.0256,-118.3061
241905147,01/30/2024 12:00:00 AM,01/15/2024 12:00:00 AM,2200,19,Mission,1981,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8600 N  SEPULVEDA                    BL,,34.2267,-118.4704
240505555,02/11/2024 12:00:00 AM,02/10/2024 12:00:00 AM,0940,05,Harbor,0551,1,310,BURGLARY,0344 1606 0352 0351 0321,59,M,O,101,STREET,,,IC,Invest Cont,310,,,,400 N  HANFORD                      AV,,33.7462,-118.3021
241404235,01/04/2024 12:00:00 AM,01/04/2024 12:00:00 AM,2330,14,Pacific,1432,1,310,BURGLARY,0344 2004,30,F,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,700    PALMS                        BL,,33.9921,-118.4625
241806374,02/21/2024 12:00:00 AM,02/15/2024 12:00:00 AM,0150,18,Southeast,1824,1,110,CRIMINAL HOMICIDE,1402 1100 0430 2000 0913,57,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106,UNKNOWN FIREARM,AA,Adult Arrest,110,,,,1100 E  CENTURY                      BL,,33.9457,-118.2565
241808038,03/26/2024 12:00:00 AM,03/26/2024 12:00:00 AM,1330,18,Southeast,1826,1,761,BRANDISH WEAPON,0421 1202 2021 0913 0361 1817,80,F,B,406,OTHER STORE,207,OTHER KNIFE,IC,Invest Cont,761,930,,,1600 E  103RD                        ST,,33.9485,-118.2461
241104124,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1500,11,Northeast,1145,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,69,F,H,602,BANK,,,IC,Invest Cont,440,,,,2400    GLENDALE                     BL,,34.1003,-118.2592
240906118,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2000,09,Van Nuys,0966,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,13400    MARGATE                      ST,,34.1675,-118.4254
241400517,01/06/2024 12:00:00 AM,01/06/2024 12:00:00 AM,1515,14,Pacific,1463,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0447 2004 1822,0,M,O,101,STREET,306,ROCK/THROWN OBJECT,AA,Adult Arrest,230,,,,BEATRICE                     ST,CENTINELA                    AV,33.9782,-118.422
242107492,03/31/2024 12:00:00 AM,03/31/2024 12:00:00 AM,0150,21,Topanga,2161,2,624,BATTERY - SIMPLE ASSAULT,0417,33,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6000    PAT                          AV,,34.1797,-118.6584
241405424,01/17/2024 12:00:00 AM,01/16/2024 12:00:00 AM,0800,14,Pacific,1413,2,354,THEFT OF IDENTITY,0377,30,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200    4TH                          AV,,33.9991,-118.4766
241906067,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,2325,19,Mission,1916,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,401,MINI-MART,,,IC,Invest Cont,442,,,,13900    HUBBARD                      ST,,34.3027,-118.4357
241404367,01/07/2024 12:00:00 AM,01/07/2024 12:00:00 AM,1900,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,23,F,W,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,500    WORLD                        WY,,33.9427,-118.4049
242106768,03/11/2024 12:00:00 AM,03/03/2024 12:00:00 AM,2230,21,Topanga,2149,2,888,TRESPASSING,,39,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,6900    LUBAO                        AV,,34.1957,-118.5677
240107642,02/21/2024 12:00:00 AM,02/21/2024 12:00:00 AM,0830,01,Central,0182,2,354,THEFT OF IDENTITY,0928,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 S  HILL                         ST,,34.042,-118.2625
241305645,02/05/2024 12:00:00 AM,02/04/2024 12:00:00 AM,1200,13,Newton,1353,2,624,BATTERY - SIMPLE ASSAULT,1258 0417 0913 0558 2021,8,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4200    MCKINLEY                     AV,,34.0033,-118.2609
242006445,02/27/2024 12:00:00 AM,02/26/2024 12:00:00 AM,1400,20,Olympic,2056,2,624,BATTERY - SIMPLE ASSAULT,0400 0419 0903 1251 1258 1514 1815 2024 2035 2036,12,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624,946,,,11TH                         ST,VERMONT                      AV,34.0509,-118.2916
240206412,02/16/2024 12:00:00 AM,02/15/2024 12:00:00 AM,1210,02,Rampart,0285,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 1300,49,M,H,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,331,,,,1600 W  11TH                         PL,,34.047,-118.2756
240105690,01/24/2024 12:00:00 AM,01/24/2024 12:00:00 AM,1000,01,Central,0138,1,210,ROBBERY,1218 0305 0444 0429 0344 1822 2004,55,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,3RD                          ST,SAN PEDRO,34.0473,-118.2425
242004562,01/16/2024 12:00:00 AM,01/15/2024 12:00:00 AM,0700,20,Olympic,2023,1,310,BURGLARY,1202 1822 0344,61,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,400 S  ARDMORE                      AV,,34.0672,-118.3016
240304251,01/06/2024 12:00:00 AM,01/06/2024 12:00:00 AM,2350,03,Southwest,0328,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0342 1822 1202 1300,65,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,30TH                         ST,FIGUEROA,34.0254,-118.2787
240107477,02/19/2024 12:00:00 AM,01/22/2024 12:00:00 AM,1630,01,Central,0159,1,510,VEHICLE - STOLEN,,0,,,118,CONSTRUCTION SITE,,,IC,Invest Cont,510,,,,600    MATEO                        ST,,34.0383,-118.2327
240304556,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,1505,03,Southwest,0395,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1900 W  43RD                         ST,,34.0055,-118.3138
240205407,01/27/2024 12:00:00 AM,01/26/2024 12:00:00 AM,1700,02,Rampart,0265,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 0445 0416 0400 0906,18,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,,,800 S  ALVARADO                     ST,,34.0549,-118.2778
241505919,02/08/2024 12:00:00 AM,02/07/2024 12:00:00 AM,1300,15,N Hollywood,1545,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,11700    RIVERSIDE                    DR,,34.1649,-118.3921
241604425,01/15/2024 12:00:00 AM,01/14/2024 12:00:00 AM,2300,16,Foothill,1602,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11300    GLENOAKS                     BL,,34.2758,-118.4139
242004688,01/18/2024 12:00:00 AM,01/18/2024 12:00:00 AM,1545,20,Olympic,2088,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,1600    VENICE                       BL,,34.0443,-118.2885
241508176,03/26/2024 12:00:00 AM,03/26/2024 12:00:00 AM,1824,15,N Hollywood,1512,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,27,M,H,248,CELL PHONE STORE,,,IC,Invest Cont,343,,,,12800    SHERMAN                      WY,,34.2012,-118.4116
240404862,01/28/2024 12:00:00 AM,01/28/2024 12:00:00 AM,0725,04,Hollenbeck,0473,2,624,BATTERY - SIMPLE ASSAULT,0913 0554 0400 0416,55,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,2200    ROGERS                       AV,,34.0362,-118.218
241207048,02/20/2024 12:00:00 AM,02/19/2024 12:00:00 AM,2200,12,77th Street,1283,1,330,BURGLARY FROM VEHICLE,1300 1302 0344 0346 1307,36,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,1600 W  CENTURY                      BL,,33.9486,-118.3094
241505937,02/09/2024 12:00:00 AM,02/07/2024 12:00:00 AM,2000,15,N Hollywood,1538,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0329 0344,54,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,420,,,,5700    FAIR                         AV,,34.174,-118.3746
240507394,03/27/2024 12:00:00 AM,03/27/2024 12:00:00 AM,1405,05,Harbor,0541,2,624,BATTERY - SIMPLE ASSAULT,0416,61,M,O,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1000 N  WESTERN                      AV,,33.7522,-118.3089
240104528,01/08/2024 12:00:00 AM,01/05/2024 12:00:00 AM,1530,01,Central,0182,1,330,BURGLARY FROM VEHICLE,0358 1302 1300 1609 1307 0344 0329 0321,29,F,J,108,PARKING LOT,,,IC,Invest Cont,330,,,,9TH,HILL,34.0433,-118.2577
240109116,03/17/2024 12:00:00 AM,03/16/2024 12:00:00 AM,0100,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 S  GRAND                        AV,,34.0473,-118.2566
242106243,02/25/2024 12:00:00 AM,02/24/2024 12:00:00 AM,1300,21,Topanga,2158,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,108,PARKING LOT,,,IC,Invest Cont,522,,,,21000    VICTORY                      BL,,34.1884,-118.5906
241805477,01/31/2024 12:00:00 AM,01/29/2024 12:00:00 AM,2200,18,Southeast,1827,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,750,CYBERSPACE,,,IC,Invest Cont,740,,,,1800 E  CENTURY                      BL,,33.9456,-118.2408
240505009,01/26/2024 12:00:00 AM,01/26/2024 12:00:00 AM,1611,05,Harbor,0562,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,26,F,W,146,PATIO*,,,IC,Invest Cont,440,,,,1200 W  15TH                         ST,,33.7306,-118.3034
